no_of_dependents,income_annum,loan_amount,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,scaled_loan_term
5,8700000,26400000,318,11800000,2900000,23200000,9200000,9.444444444444445
2,3800000,11400000,666,9000000,2400000,8000000,3800000,12.777777777777779
4,7600000,18600000,779,9100000,5600000,15200000,10000000,13.88888888888889
4,9600000,33000000,336,5800000,8500000,30100000,4900000,11.666666666666668
1,6800000,17600000,344,5500000,5600000,18100000,7700000,11.666666666666668
3,5400000,16300000,512,1600000,3400000,13100000,6000000,6.111111111111111
5,7700000,20300000,806,21300000,13300000,18900000,9600000,10.555555555555555
3,7600000,26300000,580,19100000,14600000,25500000,5100000,13.88888888888889
0,2000000,7000000,666,0,1200000,4300000,1400000,7.222222222222222
4,5500000,15100000,673,10500000,8000000,13900000,7200000,13.88888888888889
5,1000000,3000000,896,2800000,1100000,2000000,1100000,6.111111111111111
0,9000000,32400000,895,16800000,5800000,20700000,9500000,9.444444444444445
1,6400000,16400000,555,6000000,2500000,20100000,7400000,15.0
5,3000000,6600000,462,5500000,3500000,9100000,3600000,12.777777777777779
5,200000,300000,704,500000,100000,800000,200000,9.444444444444445
5,3800000,14400000,345,3300000,800000,13000000,4700000,5.0
2,8200000,22500000,857,13400000,14300000,28400000,8400000,13.88888888888889
3,7000000,26100000,689,17200000,5700000,20500000,5900000,13.88888888888889
5,6500000,23300000,790,600000,9700000,15500000,9500000,10.555555555555555
5,9000000,23900000,658,5700000,4600000,32100000,6100000,10.555555555555555
4,2400000,6600000,722,6100000,3300000,5600000,3000000,5.0
5,900000,2800000,808,2100000,900000,3100000,800000,12.777777777777779
5,8900000,35500000,480,17200000,11300000,25200000,4900000,12.777777777777779
1,7600000,19300000,835,5800000,2300000,22000000,8200000,15.0
5,8300000,31800000,858,24600000,11100000,26300000,8500000,12.777777777777779
2,2500000,8200000,429,1500000,4100000,5900000,2200000,9.444444444444445
0,5000000,17000000,624,6700000,6200000,15400000,5900000,7.222222222222222
0,5300000,13700000,329,8800000,7600000,11200000,2800000,7.222222222222222
3,900000,2800000,560,2700000,300000,1900000,1300000,9.444444444444445
2,9800000,25400000,655,19900000,4600000,21300000,7900000,5.0
3,8500000,24900000,749,9600000,1200000,31700000,10100000,13.88888888888889
5,3200000,11800000,565,8100000,2700000,9200000,1800000,12.777777777777779
5,6200000,24200000,610,10200000,7800000,19600000,8300000,13.88888888888889
1,4600000,13500000,837,5600000,7700000,11900000,2500000,15.0
4,300000,500000,353,600000,100000,1200000,400000,5.0
4,4800000,12000000,441,8400000,1300000,18200000,3200000,7.222222222222222
0,8600000,20000000,704,25400000,10000000,30800000,10300000,9.444444444444445
0,9200000,30700000,455,24900000,2000000,32900000,5200000,9.444444444444445
4,6900000,20200000,438,9600000,6200000,26800000,5700000,13.88888888888889
5,1100000,2800000,473,100000,500000,4200000,700000,11.666666666666668
5,6000000,14700000,462,15400000,9700000,13800000,3500000,13.88888888888889
5,9700000,22600000,346,23500000,12900000,26800000,13000000,12.777777777777779
5,700000,1900000,784,500000,1000000,2100000,600000,6.111111111111111
1,1000000,3700000,798,2000000,200000,3800000,1400000,11.666666666666668
4,2900000,11200000,547,8100000,4700000,9500000,3100000,5.0
5,4200000,13400000,545,9800000,8200000,12500000,3500000,12.777777777777779
5,6500000,18500000,891,13600000,3300000,23600000,7100000,6.111111111111111
3,9000000,21400000,496,16400000,7300000,31800000,12500000,8.333333333333334
5,4400000,11700000,590,900000,2700000,15500000,2300000,15.0
0,6900000,18600000,330,19600000,9400000,16400000,4500000,9.444444444444445
1,1200000,4500000,439,3200000,1800000,2900000,1200000,6.111111111111111
0,2300000,6200000,712,6800000,1700000,8800000,1500000,8.333333333333334
4,3200000,10700000,450,7300000,3000000,8200000,1800000,6.111111111111111
1,6000000,20100000,476,13900000,10000000,15200000,5500000,7.222222222222222
3,9900000,36500000,562,17300000,18500000,22300000,9800000,12.777777777777779
3,9300000,26100000,636,4700000,16100000,34500000,11600000,11.666666666666668
3,1100000,4100000,863,800000,1100000,3700000,600000,15.0
3,200000,600000,821,400000,100000,500000,100000,12.777777777777779
4,7900000,29900000,314,22000000,4600000,26000000,8100000,8.333333333333334
3,8500000,30800000,448,23000000,1400000,22900000,7900000,15.0
4,5300000,15800000,527,3800000,5200000,19700000,3900000,5.0
0,6600000,23300000,338,2400000,800000,18900000,9300000,10.555555555555555
4,4600000,12500000,406,10800000,200000,14000000,6800000,7.222222222222222
5,6900000,18300000,402,12600000,13100000,23200000,6100000,6.111111111111111
2,1600000,3800000,532,3200000,1400000,5400000,1100000,10.555555555555555
0,4300000,16900000,469,200000,5800000,12000000,6200000,13.88888888888889
4,8500000,28900000,455,15200000,5800000,22500000,9400000,15.0
2,4500000,12500000,418,400000,4300000,12400000,4300000,10.555555555555555
5,3000000,11800000,847,8200000,2200000,7100000,2300000,7.222222222222222
2,1100000,2500000,615,2800000,1700000,2300000,1300000,15.0
4,1100000,2500000,603,1900000,1400000,3900000,500000,6.111111111111111
3,9800000,21000000,342,25400000,16600000,26900000,7000000,10.555555555555555
1,8300000,16800000,366,22000000,6600000,27300000,4500000,5.0
0,7000000,23600000,663,13800000,9100000,21300000,7200000,11.666666666666668
0,1000000,2200000,302,2200000,400000,3700000,1400000,10.555555555555555
0,4700000,15200000,786,11100000,8000000,9600000,3200000,9.444444444444445
1,1000000,3400000,578,2300000,400000,3100000,1200000,13.88888888888889
1,9600000,28300000,536,18700000,9300000,27300000,6000000,7.222222222222222
0,3100000,8100000,768,400000,1600000,11600000,2400000,13.88888888888889
3,3900000,14900000,728,4700000,4000000,14900000,5500000,6.111111111111111
4,7600000,30300000,339,20400000,8000000,22200000,5800000,10.555555555555555
1,8200000,17500000,609,4500000,5600000,24100000,7700000,6.111111111111111
5,1100000,4000000,498,400000,100000,2300000,700000,12.777777777777779
2,9100000,31500000,679,10800000,16600000,20900000,5000000,11.666666666666668
4,5700000,21900000,871,3200000,1700000,14400000,6100000,5.0
3,8900000,21000000,815,200000,10800000,21600000,6400000,11.666666666666668
0,5600000,11600000,466,15000000,7400000,21800000,7500000,10.555555555555555
2,7500000,17900000,734,9100000,5500000,23000000,4900000,15.0
5,6900000,19400000,801,10100000,9400000,17000000,5500000,7.222222222222222
0,3700000,8500000,424,1900000,5600000,14800000,4100000,8.333333333333334
1,1400000,4400000,787,1600000,1200000,4200000,800000,11.666666666666668
2,3700000,14100000,633,800000,200000,11300000,3400000,7.222222222222222
4,500000,1800000,777,900000,300000,1300000,200000,15.0
2,8500000,25600000,714,11400000,14800000,17200000,5700000,12.777777777777779
1,4100000,9400000,713,0,1000000,11100000,3100000,7.222222222222222
4,4500000,17300000,830,200000,4200000,12000000,2500000,13.88888888888889
3,4900000,19000000,575,14100000,9100000,16500000,4600000,6.111111111111111
5,8400000,19500000,815,5300000,2500000,24000000,7200000,7.222222222222222
5,4900000,15900000,505,12400000,4900000,14900000,6100000,8.333333333333334
5,800000,2500000,403,500000,0,3200000,800000,10.555555555555555
4,5700000,13300000,333,9400000,3000000,11800000,8200000,5.0
4,1500000,3200000,858,1500000,0,4700000,1700000,9.444444444444445
2,6900000,20900000,302,18700000,10700000,26900000,9200000,5.0
4,8300000,24900000,506,15400000,5600000,26700000,7000000,12.777777777777779
2,8800000,34400000,712,10500000,12500000,29300000,5900000,5.0
4,3300000,10800000,552,4200000,900000,8600000,3300000,6.111111111111111
5,7600000,27800000,753,18400000,12200000,16900000,8000000,5.0
4,8100000,19300000,821,16500000,8500000,25800000,8300000,11.666666666666668
5,7300000,18700000,813,6600000,8200000,20000000,5800000,12.777777777777779
2,3200000,8600000,638,1000000,4900000,8600000,3500000,13.88888888888889
0,5200000,13400000,505,12000000,7900000,20400000,6200000,5.0
0,9200000,25400000,783,25400000,2000000,19600000,12400000,5.0
2,7800000,22100000,533,11900000,2500000,19300000,10800000,7.222222222222222
0,8400000,19600000,530,17000000,3600000,24200000,12300000,13.88888888888889
3,3200000,7200000,728,4800000,2000000,8000000,4600000,7.222222222222222
0,3700000,13100000,385,10600000,6800000,9200000,4900000,11.666666666666668
2,5400000,20600000,621,11200000,2200000,11600000,5500000,13.88888888888889
4,1500000,4600000,524,3700000,2000000,5000000,1400000,7.222222222222222
3,1900000,7100000,583,400000,2800000,6500000,2000000,7.222222222222222
2,6100000,12300000,697,14100000,9100000,12600000,3500000,13.88888888888889
1,4400000,12300000,583,2400000,7900000,17200000,6600000,7.222222222222222
3,6600000,21400000,467,15200000,6000000,20300000,5200000,9.444444444444445
4,8700000,32100000,397,8900000,17000000,34700000,4800000,8.333333333333334
3,3900000,11900000,607,6600000,6000000,8800000,2000000,7.222222222222222
4,6400000,21700000,384,16500000,8200000,15100000,5700000,9.444444444444445
3,8000000,18600000,565,1600000,8600000,22500000,9400000,15.0
1,9100000,26200000,727,20800000,7100000,27800000,8900000,8.333333333333334
4,1700000,6500000,636,1700000,900000,6200000,2300000,15.0
2,3600000,9200000,700,4400000,1800000,10700000,3500000,13.88888888888889
3,5300000,17900000,580,10200000,6400000,11600000,3600000,5.0
1,3600000,13400000,732,5200000,6700000,7300000,3300000,12.777777777777779
0,9600000,19600000,500,21500000,700000,37600000,10900000,10.555555555555555
4,2700000,6100000,677,100000,3300000,6500000,3800000,12.777777777777779
2,5300000,19300000,368,14700000,400000,11600000,3700000,12.777777777777779
1,7800000,23900000,313,2600000,15300000,23000000,10900000,6.111111111111111
0,3500000,13900000,301,10300000,100000,8700000,2700000,12.777777777777779
3,7800000,21100000,717,1200000,10700000,19900000,6200000,10.555555555555555
5,8400000,18600000,703,2500000,7100000,28800000,9500000,15.0
2,9600000,28100000,763,23000000,11800000,27500000,10300000,15.0
4,8900000,34000000,415,13500000,3100000,33600000,12800000,15.0
0,8900000,19100000,725,8300000,15000000,19000000,8800000,5.0
2,1300000,4500000,415,0,900000,2900000,1200000,7.222222222222222
4,7000000,24500000,318,4300000,1700000,16300000,3600000,13.88888888888889
3,2300000,5600000,420,1300000,600000,6700000,2100000,13.88888888888889
3,2100000,5400000,771,5200000,3700000,6200000,1000000,8.333333333333334
3,1400000,3400000,540,200000,1500000,3900000,800000,7.222222222222222
4,2200000,7900000,848,5100000,1700000,8500000,1600000,13.88888888888889
0,9400000,19200000,708,21200000,16300000,23400000,13200000,15.0
4,4400000,17000000,302,1000000,2100000,14000000,5700000,13.88888888888889
5,600000,1500000,509,1600000,100000,1900000,800000,10.555555555555555
1,6200000,21100000,467,15600000,10500000,23500000,5300000,9.444444444444445
1,3200000,9300000,741,3800000,3500000,6900000,2300000,15.0
1,3800000,10000000,873,5100000,2800000,10300000,4000000,12.777777777777779
5,5600000,11500000,695,9500000,7100000,11700000,7800000,6.111111111111111
1,6000000,13600000,589,9000000,300000,12600000,7100000,10.555555555555555
0,2900000,9500000,885,4300000,2300000,6500000,3500000,13.88888888888889
5,6700000,24500000,818,1200000,5600000,16300000,6200000,10.555555555555555
1,3900000,7800000,349,11200000,500000,11800000,3600000,11.666666666666668
3,6400000,24100000,571,19000000,11500000,13200000,7500000,10.555555555555555
0,7300000,16100000,490,7600000,1400000,21800000,10700000,5.0
4,8200000,28100000,696,11500000,10600000,25300000,7200000,10.555555555555555
0,3200000,7400000,780,4200000,2600000,9000000,2800000,13.88888888888889
3,1900000,5900000,651,700000,2100000,6200000,1500000,8.333333333333334
3,5300000,20300000,872,4300000,7300000,18400000,7600000,6.111111111111111
3,1600000,5500000,425,600000,800000,5400000,900000,10.555555555555555
1,2600000,7900000,306,2000000,2400000,7600000,3300000,10.555555555555555
5,6700000,20200000,406,6900000,4900000,15300000,7100000,8.333333333333334
4,9200000,18600000,889,26900000,4200000,33300000,9700000,5.0
4,9200000,21700000,653,22700000,4600000,29400000,8600000,7.222222222222222
4,3800000,12500000,859,3900000,4600000,8200000,2700000,13.88888888888889
5,4100000,10100000,792,4400000,6100000,8600000,4900000,6.111111111111111
4,7300000,14900000,358,13600000,12300000,20400000,7300000,5.0
3,2900000,7000000,806,5700000,5600000,5900000,3000000,6.111111111111111
2,200000,600000,552,400000,200000,700000,200000,8.333333333333334
5,8200000,18500000,394,9600000,5700000,27400000,11100000,6.111111111111111
3,1500000,5400000,687,200000,400000,4500000,1700000,13.88888888888889
0,5600000,19100000,875,16700000,4700000,15100000,7700000,11.666666666666668
0,600000,1700000,621,400000,400000,2000000,200000,5.0
1,2900000,7400000,874,400000,1200000,10100000,3300000,9.444444444444445
1,8400000,23000000,657,15400000,14800000,31900000,8200000,10.555555555555555
3,7800000,17700000,403,12600000,3700000,24700000,10000000,7.222222222222222
3,6900000,22800000,582,17700000,2200000,23500000,4400000,12.777777777777779
0,6500000,14500000,755,9000000,11900000,20800000,3400000,10.555555555555555
2,7000000,18900000,584,13000000,13600000,20600000,5000000,8.333333333333334
4,5600000,13300000,869,3300000,7500000,20000000,6500000,15.0
0,5400000,18400000,625,12100000,3000000,13000000,4800000,8.333333333333334
0,2600000,9900000,368,3600000,1500000,5200000,2000000,15.0
0,5100000,12500000,778,3300000,1000000,14800000,3200000,13.88888888888889
2,5100000,16500000,845,12100000,9000000,11400000,5700000,10.555555555555555
0,9900000,38200000,573,17200000,10000000,20100000,5900000,7.222222222222222
0,7000000,18300000,541,6300000,6400000,20800000,8300000,7.222222222222222
0,9100000,21100000,578,5900000,6200000,33700000,5600000,15.0
1,1000000,3600000,546,2500000,0,2600000,500000,6.111111111111111
5,3200000,9300000,656,7000000,3200000,12700000,4200000,7.222222222222222
1,4900000,17700000,722,9200000,7300000,16400000,3000000,8.333333333333334
0,2800000,6300000,647,4100000,0,8700000,2300000,10.555555555555555
2,8500000,29400000,576,17600000,5600000,25200000,9000000,10.555555555555555
3,4000000,11600000,539,5900000,2600000,12100000,4700000,7.222222222222222
4,2400000,5000000,716,1500000,2800000,6900000,1400000,6.111111111111111
2,1000000,3700000,892,2200000,800000,3000000,500000,13.88888888888889
1,4100000,12200000,354,7300000,5600000,16300000,3500000,7.222222222222222
1,8700000,27000000,717,25500000,8600000,17500000,9100000,9.444444444444445
2,6500000,14100000,709,1000000,12700000,20900000,4000000,5.0
1,9200000,24500000,545,25700000,0,20600000,13300000,6.111111111111111
3,800000,2900000,644,600000,500000,2900000,400000,9.444444444444445
2,6000000,17400000,806,1800000,2100000,20200000,3500000,12.777777777777779
3,9000000,31500000,850,21800000,12400000,33700000,8000000,9.444444444444445
4,3900000,9000000,674,8700000,5700000,14000000,3100000,5.0
4,5200000,20400000,761,4700000,1600000,14300000,6200000,15.0
3,9100000,25600000,688,8900000,16300000,27900000,11100000,10.555555555555555
0,5200000,15600000,434,14100000,5800000,18100000,5500000,15.0
0,4800000,13500000,319,6800000,8300000,13700000,5100000,9.444444444444445
5,7500000,26500000,512,16500000,2900000,23700000,6000000,10.555555555555555
1,3600000,10300000,536,6800000,500000,12200000,2700000,10.555555555555555
0,9100000,23300000,414,17700000,2500000,33800000,6400000,13.88888888888889
1,800000,1600000,436,700000,200000,2200000,1000000,9.444444444444445
2,1900000,5200000,896,4300000,100000,6200000,2400000,7.222222222222222
3,8500000,30300000,762,12700000,3700000,20000000,4200000,10.555555555555555
1,7800000,24900000,500,15300000,10000000,16500000,4500000,7.222222222222222
5,7500000,24600000,744,1600000,3600000,16700000,9300000,8.333333333333334
4,2200000,8600000,373,4100000,1300000,5900000,1400000,15.0
2,9400000,25100000,832,19400000,2100000,22300000,5900000,15.0
4,2800000,8400000,521,1500000,1200000,9100000,3700000,9.444444444444445
0,9300000,27200000,629,4500000,14300000,26900000,5000000,8.333333333333334
4,4300000,10100000,606,9900000,1800000,8900000,5500000,5.0
4,7900000,31400000,698,16500000,11400000,28700000,5100000,8.333333333333334
2,4300000,8800000,512,7200000,6500000,16900000,2700000,7.222222222222222
4,4700000,12500000,678,13700000,200000,9800000,7000000,8.333333333333334
4,7600000,23800000,896,3700000,4500000,15400000,6400000,12.777777777777779
5,8900000,28800000,772,13600000,5500000,20400000,8400000,7.222222222222222
3,1100000,3100000,359,1500000,1000000,4000000,1000000,11.666666666666668
2,6100000,22300000,694,16200000,10900000,22900000,7200000,8.333333333333334
4,3900000,12400000,473,6400000,4700000,13100000,3800000,10.555555555555555
3,1400000,5400000,304,1700000,1300000,2900000,800000,15.0
0,9700000,27500000,343,13400000,16500000,20000000,8200000,13.88888888888889
4,6300000,23900000,899,-100000,11400000,20600000,6700000,7.222222222222222
4,1600000,3800000,896,1200000,400000,4800000,2000000,5.0
1,7600000,23900000,692,500000,12200000,27000000,5000000,10.555555555555555
4,8000000,31200000,482,19800000,11500000,22200000,5700000,7.222222222222222
5,3400000,12300000,615,7000000,1600000,11400000,3500000,9.444444444444445
4,2100000,5500000,349,100000,0,6600000,2000000,13.88888888888889
0,6900000,22900000,313,5600000,9300000,26200000,8000000,9.444444444444445
3,1700000,3400000,488,100000,500000,4500000,1600000,7.222222222222222
0,8400000,22300000,371,8300000,3700000,22300000,9100000,11.666666666666668
1,6200000,18200000,324,3100000,12000000,19200000,3400000,13.88888888888889
1,6400000,16400000,428,12400000,10900000,23900000,8900000,7.222222222222222
0,800000,2400000,518,500000,800000,2800000,500000,6.111111111111111
5,6400000,21500000,728,300000,5200000,17400000,9600000,12.777777777777779
1,3200000,7600000,592,3000000,1400000,8100000,4700000,6.111111111111111
5,3400000,9400000,535,3100000,5600000,12900000,3200000,12.777777777777779
5,7300000,22100000,879,19500000,10600000,19300000,9800000,13.88888888888889
0,8100000,26500000,342,5800000,5600000,23700000,5800000,15.0
1,5700000,15500000,544,10500000,8700000,20900000,7000000,8.333333333333334
2,4000000,9400000,874,4400000,3700000,10200000,4800000,8.333333333333334
5,8700000,18400000,394,18800000,3200000,24600000,12000000,10.555555555555555
2,9800000,20900000,768,3400000,10200000,38600000,13400000,10.555555555555555
4,400000,1400000,665,300000,300000,1500000,200000,9.444444444444445
5,900000,1800000,464,2300000,300000,1800000,700000,11.666666666666668
4,8200000,29600000,457,6700000,6700000,21400000,11000000,9.444444444444445
4,1500000,3300000,382,200000,2400000,3200000,1100000,12.777777777777779
3,7400000,17500000,317,17700000,14000000,27000000,9500000,15.0
2,9500000,25400000,451,19000000,2900000,33800000,11400000,12.777777777777779
3,6000000,21300000,802,4700000,8900000,17300000,7600000,6.111111111111111
3,8000000,25300000,306,22300000,7300000,24400000,6600000,6.111111111111111
1,3400000,8600000,640,7700000,1000000,7800000,4400000,7.222222222222222
4,2700000,6800000,455,4700000,2600000,7400000,2700000,9.444444444444445
2,4800000,16500000,350,2000000,6500000,11400000,2900000,9.444444444444445
0,6100000,14600000,645,14500000,200000,23000000,4600000,13.88888888888889
4,2800000,10800000,841,700000,2600000,7100000,4100000,5.0
3,6200000,16700000,880,15800000,8200000,20100000,9100000,9.444444444444445
0,1800000,6600000,737,5000000,2000000,6000000,1500000,9.444444444444445
4,2000000,4000000,636,2100000,0,4000000,1700000,9.444444444444445
3,6900000,17900000,494,7700000,11200000,15400000,8700000,13.88888888888889
0,9100000,26400000,518,15800000,1100000,35300000,5700000,7.222222222222222
0,9300000,32000000,438,24800000,6400000,34900000,12400000,8.333333333333334
5,7100000,19700000,727,7700000,12900000,23600000,5800000,6.111111111111111
2,400000,1000000,425,800000,300000,800000,200000,7.222222222222222
1,6900000,20900000,574,3200000,1800000,25000000,5200000,6.111111111111111
1,3200000,11800000,848,5500000,3200000,7500000,2300000,12.777777777777779
3,6600000,22100000,455,3800000,3000000,25100000,7400000,6.111111111111111
1,500000,1700000,680,700000,800000,1400000,700000,5.0
4,200000,700000,576,500000,100000,400000,300000,9.444444444444445
1,5800000,13900000,345,4000000,9300000,20900000,5500000,7.222222222222222
2,4600000,16000000,720,0,4000000,12300000,4200000,6.111111111111111
3,3900000,9800000,604,10900000,7300000,7700000,3300000,7.222222222222222
5,4900000,14100000,802,3300000,7500000,16100000,2700000,5.0
0,7900000,26300000,666,4600000,9200000,18400000,11800000,8.333333333333334
3,3900000,14300000,785,10900000,7600000,13900000,4900000,13.88888888888889
4,5300000,10700000,700,15800000,1900000,20500000,2900000,10.555555555555555
0,9200000,29400000,868,9200000,13800000,32000000,5300000,5.0
1,1600000,4000000,615,2200000,2700000,5500000,1400000,9.444444444444445
3,7800000,28700000,447,7200000,9500000,20100000,11300000,6.111111111111111
0,8800000,17500000,848,25400000,8200000,31600000,5100000,6.111111111111111
5,3400000,6900000,312,1800000,400000,10300000,3800000,11.666666666666668
0,200000,700000,501,500000,200000,700000,100000,8.333333333333334
0,7500000,16800000,492,21500000,4800000,25400000,11100000,12.777777777777779
0,7500000,27300000,553,11600000,2800000,26200000,6100000,15.0
1,1200000,2800000,431,900000,400000,2900000,900000,10.555555555555555
0,5700000,13000000,328,7800000,7500000,20700000,8200000,7.222222222222222
0,2400000,6900000,581,5100000,4500000,6000000,3400000,6.111111111111111
2,3900000,14900000,415,2200000,4300000,9500000,4600000,7.222222222222222
0,3000000,8100000,683,3200000,4900000,10200000,3200000,7.222222222222222
3,800000,1500000,589,1500000,1100000,1800000,400000,5.0
1,5600000,11700000,774,11000000,4300000,13100000,6500000,9.444444444444445
5,5200000,18100000,809,2400000,6900000,14000000,5500000,8.333333333333334
2,6700000,15200000,689,0,8200000,15000000,6800000,9.444444444444445
0,1800000,5700000,392,3800000,2400000,3500000,1400000,15.0
0,700000,2100000,813,200000,1300000,2200000,500000,10.555555555555555
1,800000,2500000,409,1300000,1000000,3100000,900000,6.111111111111111
1,800000,2800000,798,1300000,1300000,2500000,400000,9.444444444444445
5,3200000,7600000,489,5000000,2900000,10600000,1900000,6.111111111111111
4,9800000,28700000,778,16600000,7400000,29700000,11100000,7.222222222222222
3,8100000,23300000,657,15700000,2900000,28100000,6200000,15.0
5,7600000,18000000,452,7900000,4300000,23800000,4700000,10.555555555555555
0,3300000,8900000,418,4200000,6000000,9300000,3700000,5.0
0,6100000,23300000,478,3800000,2300000,17700000,4900000,10.555555555555555
2,9500000,37000000,887,21800000,18300000,19200000,11700000,8.333333333333334
3,8000000,20100000,608,9800000,15500000,26100000,5200000,9.444444444444445
3,2600000,8100000,425,7300000,1900000,6800000,2200000,10.555555555555555
4,700000,1800000,728,400000,1300000,2200000,600000,13.88888888888889
2,2900000,7300000,394,7700000,2600000,7700000,4000000,8.333333333333334
3,6800000,21800000,556,16400000,9300000,19100000,5400000,9.444444444444445
2,4600000,16700000,786,200000,5900000,13900000,6100000,5.0
0,2600000,8400000,861,0,3500000,6200000,3800000,13.88888888888889
4,1300000,4100000,886,2800000,500000,3800000,600000,13.88888888888889
0,6600000,14100000,360,6800000,5100000,25400000,7800000,15.0
2,5900000,20800000,530,7100000,5800000,13100000,8800000,11.666666666666668
2,1700000,3400000,691,2700000,2800000,6000000,900000,8.333333333333334
5,3100000,9500000,514,7900000,3100000,6600000,2600000,15.0
5,7100000,20800000,442,2900000,7100000,28200000,7100000,7.222222222222222
3,3300000,8500000,586,7500000,5100000,7800000,3900000,10.555555555555555
3,2900000,5800000,353,8400000,2600000,10100000,3100000,10.555555555555555
4,2100000,7700000,493,4300000,400000,4400000,1300000,8.333333333333334
0,4800000,15700000,398,4900000,7400000,17100000,6400000,9.444444444444445
4,3100000,6300000,370,8600000,4100000,8800000,2800000,6.111111111111111
5,1800000,6200000,366,3500000,2400000,6300000,1300000,13.88888888888889
3,4900000,14300000,439,10300000,5600000,17400000,5100000,11.666666666666668
2,9800000,34600000,754,12400000,14900000,34700000,6100000,12.777777777777779
1,4400000,16600000,385,800000,5300000,13400000,5100000,13.88888888888889
2,3900000,14700000,360,2600000,200000,8300000,2900000,12.777777777777779
5,6800000,20000000,459,14500000,3000000,25000000,4900000,6.111111111111111
1,3500000,11600000,898,3100000,2700000,9000000,4500000,9.444444444444445
3,8800000,18100000,699,6400000,2100000,18500000,9400000,7.222222222222222
5,5800000,22200000,884,1200000,4800000,19500000,8500000,12.777777777777779
4,4700000,9500000,876,11800000,6600000,18000000,4100000,13.88888888888889
3,3100000,8500000,493,8700000,5100000,12000000,2000000,10.555555555555555
4,7800000,25400000,425,3000000,14000000,30500000,7200000,13.88888888888889
3,600000,2100000,892,700000,400000,2400000,500000,12.777777777777779
3,1100000,3800000,814,1400000,1500000,3200000,1100000,15.0
2,2100000,5100000,674,2200000,3200000,6400000,2400000,10.555555555555555
2,7000000,25700000,374,3400000,13700000,14900000,4500000,13.88888888888889
4,1700000,4000000,829,0,1600000,5200000,1700000,7.222222222222222
5,6800000,20100000,839,1900000,600000,15600000,7500000,11.666666666666668
2,2500000,8700000,684,0,600000,9700000,2600000,6.111111111111111
5,1100000,2800000,647,2700000,2000000,4300000,1400000,9.444444444444445
0,3500000,12300000,479,9700000,6000000,7900000,4700000,12.777777777777779
3,4000000,10400000,609,2100000,6900000,11700000,4600000,11.666666666666668
0,7300000,28100000,673,13700000,1200000,16300000,8900000,9.444444444444445
4,9300000,26100000,623,11700000,10500000,21100000,10700000,12.777777777777779
2,4800000,12900000,740,9300000,900000,11000000,3700000,8.333333333333334
1,1600000,3500000,619,3200000,100000,6300000,1500000,13.88888888888889
2,6400000,23900000,745,14800000,4000000,16300000,7000000,13.88888888888889
1,400000,900000,828,600000,500000,1500000,300000,8.333333333333334
2,8200000,23600000,495,23000000,10600000,27200000,6100000,7.222222222222222
1,9100000,31400000,304,14100000,16700000,30200000,9600000,6.111111111111111
0,4400000,16800000,795,8700000,8700000,12600000,3400000,11.666666666666668
1,4900000,12600000,718,11800000,7300000,11800000,3800000,6.111111111111111
2,900000,2300000,367,0,1200000,3400000,1300000,15.0
1,3100000,6300000,867,1900000,6100000,6600000,4000000,15.0
3,7200000,20800000,560,2100000,10700000,21100000,3600000,12.777777777777779
1,8400000,32500000,698,20600000,5900000,17300000,12200000,11.666666666666668
3,2800000,8500000,431,6200000,1700000,7800000,2200000,15.0
4,1600000,5100000,705,2400000,800000,5100000,1900000,8.333333333333334
1,1800000,6500000,540,2500000,3200000,5000000,1100000,7.222222222222222
5,8000000,23100000,461,5900000,2400000,29300000,7200000,15.0
3,7200000,20400000,558,0,13200000,27200000,10600000,9.444444444444445
0,5700000,21400000,340,3200000,1900000,17200000,3800000,8.333333333333334
5,2400000,6500000,513,6400000,2100000,5200000,2600000,15.0
1,1900000,7100000,834,3900000,2300000,5800000,1400000,5.0
2,5600000,15800000,748,10300000,100000,21700000,6300000,12.777777777777779
0,4900000,9800000,324,3800000,8700000,10000000,3300000,12.777777777777779
0,8500000,33900000,665,8500000,12800000,17900000,4500000,6.111111111111111
3,5100000,17000000,477,1700000,3300000,13700000,6300000,9.444444444444445
2,7700000,16700000,555,12900000,2900000,18100000,8500000,7.222222222222222
5,1300000,2700000,607,800000,1500000,4700000,1600000,7.222222222222222
5,9200000,34800000,802,22000000,11000000,19800000,12500000,10.555555555555555
1,5200000,19300000,481,14300000,9500000,18800000,4200000,8.333333333333334
5,7400000,17100000,441,14700000,1600000,20600000,10800000,5.0
2,5300000,13200000,500,4700000,9800000,20400000,2900000,9.444444444444445
0,2000000,6900000,448,2700000,3800000,7100000,1600000,5.0
1,7600000,26000000,384,2600000,1200000,20000000,7900000,7.222222222222222
0,3700000,9700000,501,2600000,6600000,9200000,4600000,10.555555555555555
4,5600000,12000000,719,5600000,2900000,14500000,3400000,6.111111111111111
3,9600000,37800000,418,6700000,5500000,34900000,11300000,9.444444444444445
2,3300000,11800000,393,5700000,3700000,6800000,2600000,6.111111111111111
2,1600000,5100000,784,1400000,2400000,4500000,1400000,7.222222222222222
0,5400000,21400000,721,8200000,6400000,16700000,7400000,8.333333333333334
1,1100000,2600000,858,1800000,1900000,2700000,600000,7.222222222222222
0,7200000,20700000,733,15600000,12000000,19200000,9900000,9.444444444444445
3,8000000,24400000,399,19100000,5400000,20600000,11600000,11.666666666666668
1,6000000,21200000,549,17900000,8200000,16900000,6200000,10.555555555555555
